"message","label_model","correct_label","measure"
"Armand says get your ass over to epsilon","0","0","TN"
"U still havent got urself a jacket ah?","0","0","TN"
"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready","0","0","TN"
"Hi its in durban are you still on this number","0","0","TN"
"Ic. There are a lotta childporn cars then.","0","0","TN"
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.","1","1","TP"
"No, I was trying it all weekend ;V","0","0","TN"
"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs","0","0","TN"
"Cool, what time you think you can get here?","0","0","TN"
"Wen did you get so spiritual and deep. That's great","0","0","TN"
"Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with","0","0","TN"
"Hahaha..use your brain dear","0","0","TN"
"Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash","0","0","TN"
"Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x","0","0","TN"
"Yes i have. So that's why u texted. Pshew...missing you so much","0","0","TN"
"No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.","0","0","TN"
"Sorry, I'll call later","0","0","TN"
"if you aren't here in the next  &lt;#&gt;  hours imma flip my shit","0","0","TN"
"Anything lor. Juz both of us lor.","0","0","TN"
"Get me out of this dump heap. My mom decided to come to lowes. BORING.","0","0","TN"
"Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...","0","0","TN"
"Ard 6 like dat lor.","0","0","TN"
"Why don't you wait 'til at least wednesday to see if you get your .","0","0","TN"
"Huh y lei...","0","0","TN"
"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode","1","1","TP"
"This is the 2nd time we have tried 2 contact u. U have won the å£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.","1","1","TP"
"Will Ì_ b going to esplanade fr home?","0","0","TN"
"Pity, * was in mood for that. So...any other suggestions?","0","0","TN"
"The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free","0","0","TN"
"nan","0","0","TN"
